,Blog title,Blog date,Blog image URL,Blog likes count
282,"Hoteliers, Learn About The Growing Importance of Hotel Online Reputation Management",4-Jul-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/restaurant_online_repuptation2-870x435.jpg,4
283,How to Make Restaurant’s Online Reputation a Secret Sauce in Enhancing your Hotel Brand?,28-Jun-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-social-media-960x480.jpg,4
284,Engaging Travelers Through Social Media Can Reap Umpteen Benefits for Hotels,19-Jun-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/channelmanager-1094x547.png,4
285,Approach For A Balanced Hotel Distribution Strategy - Learn Why Hotels Should Adopt It,14-Jun-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/facebook_bannerImg-764x382.jpg,2
286,9 Tips to Build a Hotel’s Facebook Strategy & Improve Guest Experience,6-Jun-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/4FA1CA06CC244CDA241A54F378ACCCBFD4056C5D0D5865A59Fpimgpsh_fullsize_distr-764x382.jpg,3
287,Top Trends: Millennial Travelers & the Hospitality Sector,30-May-17,---,3
288,Evolving Role Of Hotel Revenue Manager - Part 4,26-May-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/blog_img-764x382.jpg,2
289,The Evolving Role of Revenue Managers - Part 3,24-May-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Competitive-Edge-119382113-2800x1400-scaled.jpg,3
290,Good translation key to staying in global marketplace,24-May-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-165382157-2800x1400-scaled.jpg,3
291,The Evolving Role Of Hotel Revenue Managers – Part 2,17-May-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-184358374-3000x1500-scaled.jpg,3
292,How Your Hotel distribution & Online Reputation Strategy is key to RevPAR Management,15-May-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Finance-Report-Concept-Flat-S-124822064-3000x1500-scaled.jpg,3
293,The Evolving Role of Hotel Revenue Managers - Part 1,10-May-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Man-Select-Happy-156570752-2800x1400-scaled.jpg,3
294,5 Effective Ways Hotels Could Conduct Guest Surveys and Loyalty Programs,2-May-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2017/04/vacation-rental_airbnb-1428x714-1024x512-1.jpg,3
295,"Hoteliers, Are Vacation Rentals Eating Your Lunch?",26-Apr-17,---,3
296,Abbreviations are not a content strategy,24-Apr-17,---,3
297,The Future of Hotel Revenue Management – BOTs or Humans?,18-Apr-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/artificial-intelligence-risk-reward-now-labs-2088x1044.jpg,3
298,"Hoteliers, Learn How to Overcome the Challenges in Online Reputation Management",14-Apr-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Or-Marketing-Concept-181728700-1-617x308.jpg,3
299,Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 4,13-Apr-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Seasonality-356x178.png,4
300,Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 3,11-Apr-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Competitive-Advantage-Concept-118415714-2750x1375-scaled.jpg,3
301,Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 2,7-Apr-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Businessman-Hand-Drawing-Sales-118618487-3800x1900-scaled.jpg,4
302,Solving the hospitality industry’s ‘content conundrum’,3-Apr-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-153294449-3000x1500-scaled.jpg,2
303,Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 1,3-Apr-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/automation-764x382-764x382.jpg,3
304,"Hoteliers, Beat the Competition and Be The Market Leaders By Adopting Automation",27-Mar-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/google_banner_img-764x382.jpg,2
305,How Can Hotels Use Google to Maximise their Online Presence?,17-Mar-17,---,2
306,Revenue Management & Marketing Automation can Help Independent Hotels Stay Ahead,14-Mar-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Action-Plan-Action-Plan-Str-159437243-2800x1400-scaled.jpg,3
307,Big Data Challenge,8-Mar-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-133294829-2800x1400-scaled.jpg,3
308,"Hoteliers, Design Your Revenue Management Strategy in Pre-Opening Stage",2-Mar-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Calendar-Note-Schedule-Memo-Ma-148425554-2800x1400-scaled.jpg,3
309,"Hoteliers, Keep a Track of Events and Holidays To Increase your Revenue Many Folds",20-Feb-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Pricing-Strategy-141013019-2800x1400-scaled.jpg,2
310,3 Effective Hotel Pricing Strategy Can Boost Your Hotel Revenue,13-Feb-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-reviews-760x380.jpg,4
311,How to Manage Hotel's Online Reviews & Guest Experience,2-Feb-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotelier-demand-forecasting-762x381.jpg,2
312,Why Should Hotels Pay Special Attention to Demand Forecasting?,25-Jan-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Final-White-3-800x400.png,2
313,"The Brilliant Hotelier: Face to face with Deanna Jayasundera from Theme Resorts and Spas, Sri Lanka",16-Jan-17,---,2
314,RateGain’s Top 12 Blogs of 2016,3-Jan-17,---,3
315,Managing Real-Time Room Inventories Across Multiple OTAs,27-Dec-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/otas-versus-branddotcom-1740x870.png,2
316,"The Brilliant Hotelier: Face 2 Face with Ria Roberto, the Director of Revenue Management at Kenz Hotel Management, UAE",19-Dec-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/al-manzel-3-1024x763-1024x512.jpg,2
317,Be the Revenue Management Hero of your Hotel,28-Nov-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/rev_hero_img-472x236.jpg,4
318,"Hotels, Let’s Go Direct!",23-Nov-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/restaurant-948x474.jpg,4
319,Tips to Build Customer Loyalty for Your Restaurant,21-Nov-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Summer-Vacation-And-Online-Boo-98043824-1-300x141-282x141.jpg,4
320,"Systems Reliability, A Necessity for Hotel Operations: Part 2",18-Nov-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/sdf-740x370.jpg,4
321,Is Your Hotel United by Goals but Divided by Systems?,16-Nov-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bali-niksoma2-1024x544-1024x512.jpg,4
322,"The Brilliant Hotelier: Face 2 Face with I Nyoman Astama, General Manager of the Bali Niksoma Boutique Beach Resort",15-Nov-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Novotel_Muenchen_M_3050027c-460x230.jpg,4
323,"Systems Reliability, A Necessity for Hotel Operations: Part 1",11-Nov-16,---,3
324,Is your Hotel Website Ready for Google's Latest Mobile Updates,8-Nov-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Google-update-mobile-friendly-850x425.png,3
325,Optimize Your Hotel’s SEO and Mobile Strategy,3-Nov-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-130275857-900x450.jpg,4
326,"The Brilliant Hotelier: Face 2 Face with Stavros Drakou, Director at Cyprotels Hotels and Resorts, Cyprus",2-Nov-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/cypro-900x450.png,1
327,What’s spookier than Halloween for Hoteliers?,26-Oct-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/pumpkins-3-849x424.jpg,2
328,Tapping the phenomenal potential of the Asia Pacific region,10-Oct-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/PPHotels-768x1024-768x384.jpg,2
329,"The Brilliant Hotelier: Face 2 Face with Trisna Widia, Marketing & E-Commerce Manager, Prime Plaza Hotels and Resorts, Indonesia",6-Oct-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/drive-direct-bookings-1024x512-1024x512.jpg,2
330,How to Increase Hotel Direct Bookings? Don’t Ignore the Role of a Booking Engine,26-Sep-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Disruption3-420x210.jpg,2
331,Weary of Disruption? 5 Simple Steps to Disrupt the Disruptions in the Rapidly Changing Hospitality Industry,21-Sep-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/fdg-440x220.jpg,2
332,Disruption in the Hotel Industry and Changing Face of the Global Travel Market,16-Sep-16,---,2
333,"The Brilliant Hotelier: Tête-à-Tête with Richard Lewis, the CEO of Landmark Hotels, Dubai",15-Sep-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/df-1430x715.jpg,2
334,The fast-changing world of hospitality distribution,12-Sep-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/No-wifi-image-568x284.jpg,2
335,"Hotels, Are You Prepared for Digital Detox Travelers?",6-Sep-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/J5-Rimal-900x450.jpg,3
336,"The Brilliant Hotelier: Face 2 Face with the Revenue Director at J5 Rimal Hotel Apartments, Dubai",2-Sep-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/fg-584x292.jpg,3
337,How Hotels of Tomorrow are Improving Guest Experience with Technology?,1-Sep-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/make-hotel-revenue-customer-loyalty-1430x715.jpg,3
338,Sharing economy and alternative lodging offer great opportunities,29-Aug-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/expert-1718x859.jpg,3
339,How can Hotels Generate More Revenue from Customer Loyalty - Part II,25-Aug-16,---,2
340,How can Hotels Generate More Revenue from Customer Loyalty - Part I,19-Aug-16,---,2
341,Travel agents: a re-emerging force in hospitality distribution,15-Aug-16,---,2
342,5 Things About Hotel Revenue Management Your Boss Wants to Know – Part II,28-Jul-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/blog-900x450.jpg,2
343,Pikachu Conjures his Pokemon Friends for Increasing Hotel Revenues,26-Jul-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Increase-Sales-Revenue-66983953-765x382-764x382-1.jpg,3
344,The sensible economics of 'one to many',26-Jul-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/channelmanager-1094x547.png,3
345,5 Things About Hotel Revenue Management Your Boss Wants to Know - Part I,22-Jul-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-revenue-management-system-900x450.jpg,3
346,"Hotels, Improve your Online Distribution Strategy with Six Simple Tips",12-Jul-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Brexit-900x450.jpg,3
347,How to Ensure the Demand Generated is Translated into Increased Revenues?,11-Jul-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/guest-satisfaction-900x450.jpg,3
348,"Brexit: The Impact on Travel and Tourism Industry, Now and Later",27-Jun-16,---,3
349,Create a new chapter in the relationship between Your Hotel & Guests with Chat Tools,21-Jun-16,---,3
350,Effective Ways to Measure & Generate Demand – Part V,19-Jun-16,---,2
351,Effective Ways to Measure & Generate Demand – Part IV,17-Jun-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Online-Guest-Reviews-hotels-900x450.jpg,2
352,Effective Ways to Measure & Generate Demand - Part II,15-Jun-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-demand-900x450.jpg,3
353,Effective Ways to Measure & Generate Demand – Part III,15-Jun-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Way-connection-or-Common-Pool-Inventory-963x481.png,4
354,Effective Ways to Measure and Generate Demand - Part I,17-May-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/rate-intelligence-900x450.jpg,4
355,8 Top Tips to Choose the Right Hotel Channel Manager,3-May-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2016/03/Channel-Management-Top-Tips-to-Choose-the-Right-Hotel-Channel-Manager.webp,4
356,Comparing and Contrasting Industry Problems with Revenue Optimisation,27-Apr-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Rev1-699x349.jpg,4
357,"Making Cents of RevGain: An Interview With the Revenue Manager at St. George Lycabettus Hotel, Greece",20-Apr-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Louie-Reyes.jpg,5
358,Tapping the potential of emerging markets,19-Apr-16,---,4
359,"Unity for Revenue Management: An Interview With the Revenue Analyst at The Manila Hotel, Philippines",14-Apr-16,---,5
360,How to Choose the Right Rate Optimisation Tool for Your Hotel?,6-Apr-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/rate-900x450.jpg,4
361,New partnerships underscore benefits of DHISCO’s ‘direct-to-many’ solutions,4-Apr-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/london-e2-678x339.jpg,2
362,Airbnb: An Alternate Lodging Threat to Hotels?,21-Mar-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/shutterstock_828033041-300x150.jpg,3
363,21 Points to Consider while Buying a Rate Shopping Tool for Your Hotel,9-Mar-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/room-forecasting-1216x608.jpg,3
364,Did You Know? It’s critical to Push Rates along with Occupancy,19-Feb-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/dfs-1024x683-1024x512.jpg,3
365,Hotel Demand Forecasting: Top 3 Ways Hoteliers Can Leverage this Strategic Management Tool,12-Feb-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Zika-586x293.png,3
366,7 Quick Tips For Your Hotel Pre-Opening In 2017,12-Feb-16,---,3
367,Zika virus outbreak:  Is tourism industry in Central and South America on risk?,8-Feb-16,---,3
368,How to make 35% more revenue? Tap the power of Scientific Pricing,27-Jan-16,---,2
369,Want to Maximize Your Hotel Revenue? Get Your Room Forecast Accurate ASAP,8-Jan-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/business-ohot-762x381.jpg,3
370,9 Undeniable Advantages of Hotel Room Forecasting,3-Jan-16,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-social-media-960x480.jpg,4
371,Golden Rules to Make the Most of Your Hotel’s Facebook Page,15-Dec-15,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/comp-sets-838x419.jpg,3
372,DHISCO’s big data challenge,10-Dec-15,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/london-e2-678x339-1.jpg,2
373,A Revenue Management mistake that you need to avoid today,23-Oct-15,---,2
374,The UK RevPAR Growth Story: Promises and Challenges,19-Oct-15,---,2
375,August 2015: Parity Performance. Where Does Your City Stand? – Latin America,28-Sep-15,---,2
376,Introducing BrandGain Restaurant Module,18-Sep-15,---,2
377,"Q&A with new DHISCO CEO Toni Portmann, on taking Pegasus beyond the hotel switch",16-Sep-15,---,2
378,Revenue optimisation love story: Grandhotel Zvon  achieves 34% growth in revenue with scientific pricing,16-Sep-15,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/pareto-e-700x350.jpg,2
379,Scientific pricing is no longer the Lamborghini you can never have.,14-Sep-15,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/europe-revpar-growth_rategain-700x350.png,3
380,"As other hotel distribution fees rise, DHISCO represents less than 1% of booking costs",5-Aug-15,---,2
381,UNT Big Data Challenge,21-Jul-15,---,3
382,How to improve your hotel's online reputation using a 100 year old mathematics principle,16-Jul-15,---,4
383,Total Pricing,13-Jul-15,---,2
384,Update from HEDNA Barcelona: Forecast is sunny,12-Jun-15,---,2
385,RevPar Growth in Europe: The top three cities,4-Jun-15,---,2
386,The news for the hotel industry just keeps getting better,19-May-15,---,2
387,Three important elements your Revenue Management system is missing,29-Apr-15,https://rategaincom.wpenginepowered.com/wp-content/uploads/2015/04/11-elements-blog.jpg,2
388,5 ways to Maximize Hotel Revenues in the Era of Mobile Bookings,21-Apr-15,---,3
389,Will airbnb disrupt the hotel business or just play on the sidelines?,14-Apr-15,---,3
390,3 Questions RateGain will Answer for you at WTM Latin America,23-Mar-15,---,3
391,5 Key Highlights of Super Successful RateGain’s Hotel Revenue Summit 2015 Jakarta,19-Mar-15,---,2
392,Reviews and Ratings: A simple way to use them to support your transient pricing strategy,10-Mar-15,---,2
393,ITB Berlin: 5 Steps to Making Your Visit a Success,25-Feb-15,---,2
394,Accor Hotels Partners with RateGain for its Rate Shopping Solution Integration,23-Feb-15,---,1
395,RateGain Bags Top Honour at The 2nd Inc. India Innovative100 Conference and Awards Gala,19-Feb-15,---,1
